n_experimento;feecha_hora;tiempo_procesamiento;modelo;algoritmo;hiperparametros;estandarizacion;resampling;tn;fp;fn;tp;accuracy;balanced_accuracy;precision;recall;f1score;roc_auc_score_train;roc_auc_score_test;otras_metricas;dataset_trainX;dataset_trainY;dataset_testX;dataset_testY;extras_idmodelo
31;02/05/2022 18:03;0 days 00:00:22.967608;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});11197;5411;60;228;0.6761955492424242;0.7329299132947977;0.04043270083348111;0.7916666666666666;0.07693605533996963;0.7329299132947977;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 364512}
31;02/05/2022 18:05;0 days 00:00:22.777772;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});8937;7671;40;248;0.5436197916666666;0.699612636480411;0.03131708549059225;0.8611111111111112;0.060436212988911914;0.699612636480411;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 447611}
31;02/05/2022 18:09;0 days 00:00:31.521366;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});12507;4101;83;205;0.7523674242424242;0.7324381824020553;0.047607988852763586;0.7118055555555556;0.0892468437091859;0.7324381824020553;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 518284}
31;02/05/2022 18:10;0 days 00:00:31.584725;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});10713;5895;53;235;0.6479640151515151;0.7305114001284522;0.03833605220228385;0.8159722222222222;0.0732315363041446;0.7305114001284521;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 727152}
31;02/05/2022 18:11;0 days 00:00:31.445854;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});11593;5015;65;223;0.6993371212121212;0.7361713230571612;0.04257350133638793;0.7743055555555556;0.08070937386898298;0.7361713230571612;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 543666}
31;02/05/2022 18:13;0 days 00:00:49.575636;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16604;4;278;10;0.9833096590909091;0.517240687219011;0.7142857142857143;0.034722222222222224;0.06622516556291391;0.517240687219011;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 776023}
31;02/05/2022 18:33;0 days 00:04:34.284727;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16556;52;263;25;0.9813565340909091;0.5418372671804753;0.3246753246753247;0.08680555555555555;0.136986301369863;0.5418372671804753;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 104211}
31;02/05/2022 20:00;0 days 00:07:14.899006;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14547;2061;116;172;0.8711529356060606;0.7365627007064868;0.07702642185400806;0.5972222222222222;0.1364537881792939;0.7365627007064869;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 807149}
31;02/05/2022 20:50;0 days 00:14:29.225433;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16572;36;259;29;0.9825402462121212;0.5492634071933205;0.4461538461538462;0.10069444444444445;0.1643059490084986;0.5492634071933205;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 777315}
31;02/05/2022 21:53;0 days 00:00:22.136862;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});10679;5796;68;219;0.6501610786302351;0.7056302178889987;0.03640897755610972;0.7630662020905923;0.06950174547762615;0.7056302178889987;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 690063}
31;02/05/2022 21:55;0 days 00:00:29.355729;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16473;2;287;0;0.9827586206896551;0.4999393019726859;0.0;0.0;0.0;0.4999393019726859;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 625633}
31;02/05/2022 22:03;0 days 00:00:50.750459;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});14419;2056;136;151;0.8692280157499105;0.7006686300116849;0.06841866787494336;0.5261324041811847;0.12109061748195668;0.7006686300116849;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 104540}
31;02/05/2022 22:06;0 days 00:00:50.906867;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});13356;3119;112;175;0.8072425724853836;0.7102194751841298;0.05312689738919247;0.6097560975609756;0.09773806199385644;0.7102194751841298;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 815565}
31;02/05/2022 23:08;0 days 00:07:00.672009;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16397;78;257;30;0.9800143181004654;0.549897585297119;0.2777777777777778;0.10452961672473868;0.15189873417721517;0.549897585297119;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 456957}
31;03/05/2022 0:59;0 days 00:13:38.837364;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16412;63;255;32;0.9810285168834268;0.5538371410594661;0.3368421052631579;0.11149825783972125;0.16753926701570682;0.5538371410594661;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 455652}
31;03/05/2022 6:46;0 days 00:34:02.091424;sobretiempos;XGB;{'n_estimators': 500, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16430;45;257;30;0.9819830569144493;0.5508991027478018;0.4;0.10452961672473868;0.16574585635359115;0.5508991027478018;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 650764}
31;03/05/2022 15:02;0 days 00:00:57.507676;sobretiempos;SGD;{'loss': 'log', 'penalty': 'l2'};Standard;NoneCounter({0: 66431, 1: 1152});16591;17;286;2;0.9820667613636364;0.5029604206807964;0.10526315789473684;0.006944444444444444;0.013029315960912051;0.5029604206807964;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};
31;03/05/2022 15:19;0 days 00:00:59.334515;sobretiempos;SGD;{'loss': 'log', 'penalty': 'l2'};Standard;NoneCounter({0: 65898, 1: 1150});16447;28;277;10;0.9818040806586327;0.5165718304050588;0.2631578947368421;0.03484320557491289;0.061538461538461535;0.5165718304050588;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};
31;03/05/2022 15:07;0 days 00:01:39.371947;sobretiempos;SGD;{'loss': 'log', 'penalty': 'elasticnet'};Standard;NoneCounter({0: 66431, 1: 1152});16597;11;285;3;0.9824810606060606;0.5048771676300579;0.21428571428571427;0.010416666666666666;0.019867549668874173;0.5048771676300579;0.79(0.03);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};
31;02/05/2022 12:23;0 days 00:00:32.159024;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;286;2;0.9830729166666666;0.5034722222222222;1.0;0.006944444444444444;0.013793103448275862;0.5034722222222222;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 595737}
31;02/05/2022 12:31;0 days 00:00:54.499815;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16546;62;263;25;0.980764678030303;0.5415362074502248;0.28735632183908044;0.08680555555555555;0.1333333333333333;0.5415362074502248;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 302838}
31;02/05/2022 12:32;0 days 00:00:54.778579;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14385;2223;135;153;0.8604403409090909;0.698699421965318;0.06439393939393939;0.53125;0.11486486486486486;0.698699421965318;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 243190}
31;02/05/2022 12:35;0 days 00:00:57.389046;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});13439;3169;103;185;0.806344696969697;0.7257747270391779;0.05515802027429934;0.6423611111111112;0.1015925315760571;0.725774727039178;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 537498}
31;02/05/2022 13:06;0 days 00:04:44.195338;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14632;1976;135;153;0.8750591856060606;0.7061355973025047;0.07186472522310944;0.53125;0.126603227141084;0.7061355973025047;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 356574}
31;02/05/2022 18:07;0 days 00:00:31.222350;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;286;2;0.9830729166666666;0.5034722222222222;1.0;0.006944444444444444;0.013793103448275862;0.5034722222222222;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 618810}
31;02/05/2022 18:13;0 days 00:00:51.466353;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16546;62;263;25;0.980764678030303;0.5415362074502248;0.28735632183908044;0.08680555555555555;0.1333333333333333;0.5415362074502248;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 281360}
31;02/05/2022 18:15;0 days 00:00:53.485218;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14385;2223;135;153;0.8604403409090909;0.698699421965318;0.06439393939393939;0.53125;0.11486486486486486;0.698699421965318;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 188743}
31;02/05/2022 18:18;0 days 00:00:53.424022;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 99, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});13439;3169;103;185;0.806344696969697;0.7257747270391779;0.05515802027429934;0.6423611111111112;0.1015925315760571;0.725774727039178;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 612907}
31;02/05/2022 18:47;0 days 00:04:37.316688;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 1, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14632;1976;135;153;0.8750591856060606;0.7061355973025047;0.07186472522310944;0.53125;0.126603227141084;0.7061355973025047;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 587340}
31;02/05/2022 21:19;0 days 00:14:12.112861;sobretiempos;XGB;{'n_estimators': 100, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16520;88;245;43;0.9802911931818182;0.5720034521515736;0.3282442748091603;0.14930555555555555;0.2052505966587112;0.5720034521515736;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 780915}
31;02/05/2022 21:51;0 days 00:00:21.093058;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 3, 'min_child_weight': 0.01, 'scale_pos_weight': 1, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16475;0;287;0;0.982877938193533;0.5;0.0;0.0;0.0;0.5;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 540582}
31;02/05/2022 22:02;0 days 00:00:50.542188;sobretiempos;XGB;{'n_estimators': 5, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 65, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});13144;3331;117;170;0.7942966233146402;0.6950746828951055;0.0485575549842902;0.5923344947735192;0.0897571277719113;0.6950746828951055;0.79(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};{'id_modelo': 877147}
