n_experimento;feecha_hora;tiempo_procesamiento;modelo;algoritmo;hiperparametros;estandarizacion;resampling;tn;fp;fn;tp;accuracy;balanced_accuracy;precision;recall;f1score;roc_auc_score_train;roc_auc_score_test;otras_metricas;dataset_trainX;dataset_trainY;dataset_testX;dataset_testY;extras_idmodelo
40;25/05/2022 11:58;0 days 00:05:05.940980;sobretiempos;lightgbm;{'n_estimators': 1000, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16524;84;233;55;0.9812381628787878;0.592957209377007;0.39568345323741005;0.1909722222222222;0.2576112412177986;0.5929572093770071;0.81(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896,)};551834
40;25/05/2022 12:06;0 days 00:04:50.797368;sobretiempos;lightgbm;{'n_estimators': 1000, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16524;84;233;55;0.9812381628787878;0.592957209377007;0.39568345323741005;0.1909722222222222;0.2576112412177986;0.5929572093770071;0.81(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896,)};330789
40;25/05/2022 11:08;0 days 00:00:18.372477;sobretiempos;lightgbm;{'n_estimators': 3, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14126;2482;109;179;0.8466500946969697;0.7360408638407193;0.06726794438181134;0.6215277777777778;0.1213970837572058;0.7360408638407193;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};639562
40;25/05/2022 11:12;0 days 00:00:18.236153;sobretiempos;lightgbm;{'n_estimators': 3, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14126;2482;109;179;0.8466500946969697;0.7360408638407193;0.06726794438181134;0.6215277777777778;0.1213970837572058;0.7360408638407193;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};815126
40;25/05/2022 11:44;0 days 00:00:17.889186;sobretiempos;lightgbm;{'n_estimators': 3, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14126;2482;109;179;0.8466500946969697;0.7360408638407193;0.06726794438181134;0.6215277777777778;0.1213970837572058;0.7360408638407193;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896,)};224400
39;18/05/2022 20:25;0 days 00:02:37.547214;sobretiempos;regresion_logistica;{'penalty': 'l1', 'C': 0.001, 'random_state': 42, 'class_weight': 'balanced'};Standard;NoneCounter({0: 66431, 1: 1152});12783;3825;72;216;0.7693536931818182;0.7598446531791907;0.053452115812917596;0.75;0.0997920997920998;0.7598446531791907;0.83(0.02);{'r2': -12.765895953757227};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 779173}
39;18/05/2022 20:17;0 days 00:00:22.599189;sobretiempos;lightgbm;{'n_estimators': 4, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14174;2434;110;178;0.8494318181818182;0.7357498394348105;0.0681470137825421;0.6180555555555556;0.12275862068965517;0.7357498394348105;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};317279
39;18/05/2022 20:23;0 days 00:00:17.967860;sobretiempos;lightgbm;{'n_estimators': 4, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14174;2434;110;178;0.8494318181818182;0.7357498394348105;0.0681470137825421;0.6180555555555556;0.12275862068965517;0.7357498394348105;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};800981
38;19/05/2022 22:21;0 days 01:01:23.248489;sobrecostos;lightgbm;{'n_estimators': 3000, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});13887;327;397;222;0.9511899143800985;0.6678187424944303;0.40437158469945356;0.35864297253634897;0.3801369863013699;0.6678187424944302;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};736603
38;19/05/2022 21:20;0 days 00:02:32.644551;sobrecostos;regresion_logistica;{'penalty': 'l2', 'C': 1, 'random_state': 42, 'class_weight': 'balanced'};Standard;NoneCounter({0.0: 56332, 1.0: 2472});10546;3538;116;502;0.7514623860699224;0.7805453455871336;0.12425742574257426;0.8122977346278317;0.21554315156719622;0.7805453455871337;0.85(0.01);{'r2': -5.1720646991835375};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};{'id_modelo': 842088}
37;19/05/2022 8:41;0 days 00:01:13.713669;sobretiempos;lightgbm;{'n_estimators': 100, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14016;2592;82;206;0.8417376893939394;0.779604206807964;0.0736240171551108;0.7152777777777778;0.1335061568373299;0.779604206807964;0.83(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};887569
37;18/05/2022 22:55;0 days 02:24:35.748587;sobretiempos;regresion_logistica;{'penalty': 'l1', 'C': 1, 'random_state': 42, 'class_weight': 'balanced'};Standard;NoneCounter({0: 66431, 1: 1152});12837;3771;69;219;0.7727272727272727;0.7666787090558767;0.05488721804511278;0.7604166666666666;0.1023842917251052;0.7666787090558765;0.82(0.02);{'r2': -12.564547206165704};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};{'id_modelo': 311083}
37;18/05/2022 20:31;0 days 00:04:25.736054;sobretiempos;lightgbm;{'n_estimators': 1000, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16524;84;233;55;0.9812381628787878;0.592957209377007;0.39568345323741005;0.1909722222222222;0.2576112412177986;0.5929572093770071;0.81(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};570029
34;11/05/2022 11:29;0 days 01:34:08.540104;sobretiempos;lightgbm;{'n_estimators': 3000, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16523;85;239;49;0.9808238636363636;0.5825104367373154;0.3656716417910448;0.1701388888888889;0.23222748815165875;0.5825104367373154;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};
34;11/05/2022 11:56;0 days 00:27:45.818341;sobretiempos;lightgbm;{'n_estimators': 3000, 'boosting_type': 'gbdt', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16575;33;248;40;0.9833688446969697;0.5684509473346179;0.547945205479452;0.1388888888888889;0.221606648199446;0.5684509473346179;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};263386
34;11/05/2022 12:15;0 days 00:18:57.530921;sobretiempos;lightgbm;{'n_estimators': 3000, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16574;34;246;42;0.9834280303030303;0.571893063583815;0.5526315789473685;0.14583333333333334;0.23076923076923078;0.571893063583815;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};786282
33;04/05/2022 13:47;0 days 00:23:14.607126;sobretiempos;lightgbm;{'n_estimators': 1000, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16162;446;181;107;0.962890625;0.6723366249197174;0.19349005424954793;0.3715277777777778;0.2544589774078478;0.6723366249197174;0.82(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};546422
33;04/05/2022 13:52;0 days 00:04:43.859558;sobretiempos;lightgbm;{'n_estimators': 1000, 'boosting_type': 'goss', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16524;84;233;55;0.9812381628787878;0.592957209377007;0.39568345323741005;0.1909722222222222;0.2576112412177986;0.5929572093770071;0.81(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};825182
33;04/05/2022 14:13;0 days 00:21:31.755831;sobretiempos;lightgbm;{'n_estimators': 3000, 'boosting_type': 'gbdt', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16575;33;248;40;0.9833688446969697;0.5684509473346179;0.547945205479452;0.1388888888888889;0.221606648199446;0.5684509473346179;0.8(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};882628
32;04/05/2022 9:31;0 days 00:15:28.451374;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16475;0;287;0;0.982877938193533;0.5;0.0;0.0;0.0;0.5;0.85(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};621041
32;03/05/2022 18:21;0 days 00:02:53.448618;sobretiempos;lightgbm;{'n_estimators': 200, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});14440;2035;120;167;0.8714353895716501;0.7291805237584135;0.07584014532243415;0.5818815331010453;0.13419043792687826;0.7291805237584134;0.85(0.01);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};431431
32;03/05/2022 18:03;0 days 00:02:53.765483;sobretiempos;lightgbm;{'n_estimators': 200, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14560;2048;102;186;0.872750946969697;0.761259633911368;0.08325872873769025;0.6458333333333334;0.14750198255352895;0.761259633911368;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};146209
32;03/05/2022 18:12;0 days 00:02:52.687355;sobretiempos;lightgbm;{'n_estimators': 200, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14569;2039;101;187;0.873342803030303;0.7632666987797045;0.08400718778077268;0.6493055555555556;0.14876690533015116;0.7632666987797045;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};357081
32;03/05/2022 18:29;0 days 00:02:52.058511;sobretiempos;lightgbm;{'n_estimators': 200, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});14656;1952;103;185;0.8783735795454546;0.7624136962106616;0.08656995788488535;0.6423611111111112;0.15257731958762885;0.7624136962106616;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_v4_y_test.csv', 'shape': (16896, 1)};698951
32;04/05/2022 4:31;0 days 00:18:02.939730;sobretiempos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;287;1;0.9830137310606061;0.5017361111111112;1.0;0.003472222222222222;0.006920415224913494;0.5017361111111112;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};431519
32;04/05/2022 4:46;0 days 00:12:31.360612;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;288;0;0.9829545454545454;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};804651
32;04/05/2022 5:02;0 days 00:12:27.825822;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 5, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;288;0;0.9829545454545454;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};803325
32;04/05/2022 5:17;0 days 00:12:29.104513;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;288;0;0.9829545454545454;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_ceros_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_ceros_v4_y_test.csv', 'shape': (16896, 1)};345419
32;04/05/2022 7:30;0 days 00:18:02.368487;sobretiempos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;287;1;0.9830137310606061;0.5017361111111112;1.0;0.003472222222222222;0.006920415224913494;0.5017361111111112;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};891746
32;04/05/2022 7:45;0 days 00:12:30.592890;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;288;0;0.9829545454545454;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};367427
32;04/05/2022 8:01;0 days 00:12:34.355436;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 5, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 66431, 1: 1152});16608;0;288;0;0.9829545454545454;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_x_train.csv', 'shape': (67583, 190)};{'nombre': 'data/sobretiempos/train/dataframe_nuevenueve_v4_y_train.csv', 'shape': (67583, 1)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_x_test.csv', 'shape': (16896, 189)};{'nombre': 'data/sobretiempos/test/dataframe_nuevenueve_v4_y_test.csv', 'shape': (16896, 1)};561476
32;04/05/2022 9:16;0 days 00:02:57.904293;sobretiempos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16475;0;287;0;0.982877938193533;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};164996
32;04/05/2022 10:31;0 days 00:18:40.827990;sobretiempos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 2, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16472;3;284;3;0.982877938193533;0.5051354337952657;0.5;0.010452961672473868;0.020477815699658702;0.5051354337952657;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};754860
32;04/05/2022 10:52;0 days 00:17:03.148166;sobretiempos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 5, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16474;1;285;2;0.9829375969454719;0.5034539715438342;0.6666666666666666;0.006968641114982578;0.013793103448275862;0.5034539715438342;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};199012
32;04/05/2022 11:14;0 days 00:18:24.918457;sobretiempos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 500, 'n_jobs': 4};Standard;NoneCounter({0: 65898, 1: 1150});16475;0;287;0;0.982877938193533;0.5;0.0;0.0;0.0;0.5;0.84(0.02);;{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_x_train.csv', 'shape': (67048, 190)};{'nombre': 'data/sobretiempos/train/dataframe_sinnulls_v4_y_train.csv', 'shape': (67048, 1)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_x_test.csv', 'shape': (16762, 189)};{'nombre': 'data/sobretiempos/test/dataframe_sinnulls_v4_y_test.csv', 'shape': (16762, 1)};415324
